patient_num,z,x,y
92,157,153,51
92,157,153,102
92,157,153,153
92,157,153,204
92,157,153,255
92,157,204,0
92,157,204,51
92,157,204,102
92,157,204,153
92,157,204,204
92,157,204,255
92,157,255,0
92,157,255,51
92,157,255,102
92,157,255,153
92,157,255,204
92,174,0,0
92,174,0,51
92,174,0,102
92,174,0,153
92,174,0,204
92,174,51,0
92,174,51,51
92,174,51,102
92,174,51,153
92,174,51,204
92,174,102,0
92,174,102,51
92,174,102,102
92,174,102,153
92,174,102,204
92,174,153,0
92,174,153,51
92,174,153,102
92,174,153,153
92,174,153,204
92,174,204,0
92,174,204,51
92,174,204,102
92,174,204,153
92,174,204,204
92,174,255,0
92,174,255,51
92,174,255,102
92,174,255,153
92,174,255,204
63,3,0,0
63,3,0,51
63,3,0,102
63,3,0,153
63,3,51,0
63,3,51,51
63,3,51,102
63,3,51,153
63,3,102,0
63,3,102,51
63,3,102,102
63,3,102,153
63,3,153,0
63,3,153,51
63,3,153,102
63,3,153,153
63,3,204,0
63,3,204,51
63,3,204,102
63,3,204,153
63,3,255,0
63,3,255,51
63,3,255,102
63,3,255,153
63,6,0,0
63,6,0,51
63,6,0,102
63,6,0,153
63,6,51,0
63,6,51,51
63,6,51,102
63,6,51,153
63,6,102,0
63,6,102,51
63,6,102,102
63,6,102,153
63,6,153,0
63,6,153,51
63,6,153,102
63,6,153,153
63,6,204,0
63,6,204,51
63,6,204,102
63,6,204,153
63,6,255,0
63,6,255,51
63,6,255,102
63,6,255,153
63,9,0,0
63,9,0,51
63,9,0,102
63,9,0,153
63,9,0,204
63,9,51,0
63,9,51,51
63,9,51,102
63,9,51,153
63,9,51,204
63,9,102,0
63,9,102,51
63,9,102,102
63,9,102,153
63,9,102,204
63,9,153,0
63,9,153,51
63,9,153,102
63,9,153,153
63,9,153,204
63,9,204,0
63,9,204,51
63,9,204,102
63,9,204,153
63,9,204,204
63,9,255,0
63,9,255,51
63,9,255,102
63,9,255,153
63,9,255,204
63,12,0,0
63,12,0,51
63,12,0,102
63,12,0,153
63,12,0,204
63,12,0,255
63,12,51,0
63,12,51,51
63,12,51,102
63,12,51,153
63,12,51,204
63,12,51,255
63,12,102,0
63,12,102,51
63,12,102,102
63,12,102,153
63,12,102,204
63,12,102,255
63,12,153,0
63,12,153,51
63,12,153,102
63,12,153,153
63,12,153,204
63,12,153,255
63,12,204,0
63,12,204,51
63,12,204,102
63,12,204,153
63,12,204,204
63,12,255,0
63,12,255,51
63,12,255,102
63,12,255,153
63,12,255,204
63,15,0,0
63,15,0,51
63,15,0,102
63,15,0,153
63,15,0,204
63,15,0,255
63,15,51,0
63,15,51,51
63,15,51,102
63,15,51,153
63,15,51,204
63,15,51,255
63,15,102,0
63,15,102,51
63,15,102,102
63,15,102,153
63,15,102,204
63,15,102,255
63,15,153,0
63,15,153,51
63,15,153,102
63,15,153,153
63,15,153,204
63,15,153,255
63,15,204,0
63,15,204,51
63,15,204,102
63,15,204,153
63,15,204,204
63,15,204,255
63,15,255,0
63,15,255,51
63,15,255,102
63,15,255,153
63,15,255,204
63,18,0,0
63,18,0,51
63,18,0,102
63,18,0,153
63,18,0,204
63,18,0,255
63,18,51,0
63,18,51,51
63,18,51,102
63,18,51,153
63,18,51,204
63,18,51,255
63,18,102,0
63,18,102,51
63,18,102,102
63,18,102,153
63,18,102,204
63,18,102,255
63,18,153,0
63,18,153,51
63,18,153,102
63,18,153,153
63,18,153,204
63,18,153,255
63,18,204,0
63,18,204,51
63,18,204,102
63,18,204,153
63,18,204,204
63,18,204,255
63,18,255,0
63,18,255,51
63,18,255,102
63,18,255,153
63,18,255,204
63,21,0,0
63,21,0,51
63,21,0,102
63,21,0,153
63,21,0,204
63,21,0,255
63,21,51,0
63,21,51,51
63,21,51,102
63,21,51,153
63,21,51,204
63,21,51,255
63,21,102,0
63,21,102,51
63,21,102,102
63,21,102,153
63,21,102,204
63,21,102,255
63,21,153,0
63,21,153,51
63,21,153,102
63,21,153,153
63,21,153,204
63,21,153,255
63,21,204,0
63,21,204,51
63,21,204,102
63,21,204,153
63,21,204,204
63,21,204,255
63,21,255,0
63,21,255,51
63,21,255,102
63,21,255,153
63,21,255,204
63,24,0,0
63,24,0,51
63,24,0,102
63,24,0,153
63,24,0,204
63,24,0,255
63,24,51,0
63,24,51,51
63,24,51,102
63,24,51,153
63,24,51,204
63,24,51,255
63,24,102,0
63,24,102,51
63,24,102,102
63,24,102,153
63,24,102,204
63,24,102,255
63,24,153,0
63,24,153,51
63,24,153,102
63,24,153,153
63,24,153,204
63,24,153,255
63,24,204,0
63,24,204,51
63,24,204,102
63,24,204,153
63,24,204,204
63,24,204,255
63,24,255,0
63,24,255,51
63,24,255,102
63,24,255,153
63,24,255,204
63,27,0,0
63,27,0,51
63,27,0,102
63,27,0,153
63,27,0,204
63,27,0,255
63,27,51,0
63,27,51,51
63,27,51,102
63,27,51,153
63,27,51,204
63,27,51,255
63,27,102,0
63,27,102,51
63,27,102,102
63,27,102,153
63,27,102,204
63,27,102,255
63,27,153,0
63,27,153,51
63,27,153,102
63,27,153,153
63,27,153,204
63,27,153,255
63,27,204,0
63,27,204,51
63,27,204,102
63,27,204,153
63,27,204,204
63,27,204,255
63,27,255,0
63,27,255,51
63,27,255,102
63,27,255,153
63,27,255,204
63,30,0,0
63,30,0,51
63,30,0,102
63,30,0,153
63,30,0,204
63,30,0,255
63,30,51,0
63,30,51,51
63,30,51,102
63,30,51,153
63,30,51,204
63,30,51,255
63,30,102,0
63,30,102,51
63,30,102,102
63,30,102,153
63,30,102,204
63,30,102,255
63,30,153,0
63,30,153,51
63,30,153,102
63,30,153,153
63,30,153,204
63,30,153,255
63,30,204,0
63,30,204,51
63,30,204,102
63,30,204,153
63,30,204,204
63,30,204,255
63,30,255,0
63,30,255,51
63,30,255,102
63,30,255,153
63,30,255,204
63,33,0,0
63,33,0,51
63,33,0,102
63,33,0,153
63,33,0,204
63,33,0,255
63,33,51,0
63,33,51,51
63,33,51,102
63,33,51,153
63,33,51,204
63,33,51,255
63,33,102,0
63,33,102,51
63,33,102,102
63,33,102,153
63,33,102,204
63,33,102,255
63,33,153,0
63,33,153,51
63,33,153,102
63,33,153,153
63,33,153,204
63,33,153,255
63,33,204,0
63,33,204,51
63,33,204,102
63,33,204,153
63,33,204,204
63,33,204,255
63,33,255,0
63,33,255,51
63,33,255,102
63,33,255,153
63,33,255,204
63,36,0,0
63,36,0,51
63,36,0,102
63,36,0,153
63,36,0,204
63,36,0,255
63,36,51,0
63,36,51,51
63,36,51,102
63,36,51,153
63,36,51,204
63,36,51,255
63,36,102,0
63,36,102,51
63,36,102,102
63,36,102,153
63,36,102,204
63,36,102,255
63,36,153,0
63,36,153,51
63,36,153,102
63,36,153,153
63,36,153,204
63,36,153,255
63,36,204,0
63,36,204,51
63,36,204,102
63,36,204,153
63,36,204,204
63,36,204,255
63,36,255,0
63,36,255,51
63,36,255,102
63,36,255,153
63,36,255,204
63,39,0,0
63,39,0,51
63,39,0,102
63,39,0,153
63,39,0,204
63,39,51,0
63,39,51,51
63,39,51,102
63,39,51,153
63,39,51,204
63,39,102,0
63,39,102,51
63,39,102,102
63,39,102,153
63,39,102,204
63,39,153,0
63,39,153,51
63,39,153,102
63,39,153,153
63,39,153,204
63,39,204,0
63,39,204,51
63,39,204,102
63,39,204,153
63,39,204,204
63,39,255,0
63,39,255,51
63,39,255,102
63,39,255,153
63,39,255,204
63,42,0,0
63,42,0,51
63,42,0,102
63,42,0,153
63,42,51,0
63,42,51,51
63,42,51,102
63,42,51,153
63,42,102,0
63,42,102,51
63,42,102,102
63,42,102,153
63,42,153,0
63,42,153,51
63,42,153,102
63,42,153,153
63,42,204,0
63,42,204,51
63,42,204,102
63,42,204,153
63,42,255,0
63,42,255,51
63,42,255,102
63,42,255,153
7,3,0,0
7,3,0,51
7,3,51,0
7,3,51,51
7,3,102,0
7,3,102,51
7,3,153,0
7,3,153,51
7,3,204,0
7,3,204,51
7,3,255,0
7,3,255,51
7,20,0,0
7,20,0,51
7,20,0,102
7,20,51,0
7,20,51,51
7,20,51,102
7,20,102,0
7,20,102,51
7,20,102,102
7,20,153,0
7,20,153,51
7,20,153,102
7,20,204,0
7,20,204,51
7,20,204,102
7,20,255,0
7,20,255,51
7,20,255,102
7,37,0,0
7,37,0,51
7,37,0,102
7,37,51,0
7,37,51,51
7,37,51,102
7,37,102,0
7,37,102,51
7,37,102,102
7,37,153,0
7,37,153,51
7,37,153,102
7,37,204,0
7,37,204,51
7,37,204,102
7,37,255,0
7,37,255,51
7,37,255,102
7,54,0,0
7,54,0,51
7,54,0,102
7,54,0,153
7,54,51,0
7,54,51,51
7,54,51,102
7,54,51,153
7,54,102,0
7,54,102,51
7,54,102,102
7,54,102,153
7,54,153,0
7,54,153,51
7,54,153,102
7,54,153,153
7,54,204,0
7,54,204,51
7,54,204,102
7,54,204,153
7,54,255,0
7,54,255,51
7,54,255,102
7,54,255,153
7,71,0,0
7,71,0,51
7,71,0,102
7,71,0,153
7,71,51,0
7,71,51,51
7,71,51,102
7,71,51,153
7,71,102,0
7,71,102,51
7,71,102,102
7,71,102,153
7,71,153,0
7,71,153,51
7,71,153,102
7,71,153,153
7,71,204,0
7,71,204,51
7,71,204,102
7,71,204,153
7,71,255,0
7,71,255,51
7,71,255,102
7,71,255,153
7,88,0,0
7,88,0,51
7,88,0,102
7,88,0,153
7,88,0,204
7,88,51,0
7,88,51,51
7,88,51,102
7,88,51,153
7,88,51,204
7,88,102,0
7,88,102,51
7,88,102,102
7,88,102,153
7,88,102,204
7,88,153,0
7,88,153,51
7,88,153,102
7,88,153,153
7,88,153,204
7,88,204,0
7,88,204,51
7,88,204,102
7,88,204,153
7,88,204,204
7,88,255,0
7,88,255,51
7,88,255,102
7,88,255,153
7,105,0,0
7,105,0,51
7,105,0,102
7,105,0,153
7,105,0,204
7,105,51,0
7,105,51,51
7,105,51,102
7,105,51,153
7,105,51,204
7,105,102,0
7,105,102,51
7,105,102,102
7,105,102,153
7,105,102,204
7,105,153,0
7,105,153,51
7,105,153,102
7,105,153,153
7,105,153,204
7,105,204,0
7,105,204,51
7,105,204,102
7,105,204,153
7,105,204,204
7,105,255,0
7,105,255,51
7,105,255,102
7,105,255,153
7,105,255,204
7,122,0,0
7,122,0,51
7,122,0,102
7,122,0,153
7,122,0,204
7,122,51,0
7,122,51,51
7,122,51,102
7,122,51,153
7,122,51,204
7,122,51,255
7,122,102,0
7,122,102,51
7,122,102,102
7,122,102,153
7,122,102,204
7,122,102,255
7,122,153,0
7,122,153,51
7,122,153,102
7,122,153,153
7,122,153,204
7,122,153,255
7,122,204,0
7,122,204,51
7,122,204,102
7,122,204,153
7,122,204,204
7,122,204,255
7,122,255,0
7,122,255,51
7,122,255,102
7,122,255,153
7,122,255,204
7,122,255,255
7,139,0,0
7,139,0,51
7,139,0,102
7,139,0,153
7,139,0,204
7,139,51,0
7,139,51,51
7,139,51,102
7,139,51,153
7,139,51,204
7,139,51,255
7,139,102,0
7,139,102,51
7,139,102,102
7,139,102,153
7,139,102,204
7,139,102,255
7,139,153,0
7,139,153,51
7,139,153,102
7,139,153,153
7,139,153,204
7,139,153,255
7,139,204,0
7,139,204,51
7,139,204,102
7,139,204,153
7,139,204,204
7,139,204,255
7,139,255,0
7,139,255,51
7,139,255,102
7,139,255,153
7,139,255,204
7,139,255,255
7,156,0,0
7,156,0,51
7,156,0,102
7,156,0,153
7,156,0,204
7,156,51,0
7,156,51,51
7,156,51,102
7,156,51,153
7,156,51,204
7,156,51,255
7,156,102,0
7,156,102,51
7,156,102,102
7,156,102,153
7,156,102,204
7,156,102,255
7,156,153,0
7,156,153,51
7,156,153,102
7,156,153,153
7,156,153,204
7,156,153,255
7,156,204,0
7,156,204,51
7,156,204,102
7,156,204,153
7,156,204,204
7,156,204,255
7,156,255,0
7,156,255,51
7,156,255,102
7,156,255,153
7,156,255,204
7,156,255,255
7,173,0,0
7,173,0,51
7,173,0,102
7,173,0,153
7,173,51,0
7,173,51,51
7,173,51,102
7,173,51,153
7,173,51,204
7,173,102,0
7,173,102,51
7,173,102,102
7,173,102,153
7,173,102,204
7,173,153,0
7,173,153,51
7,173,153,102
7,173,153,153
7,173,153,204
7,173,204,0
7,173,204,51
7,173,204,102
7,173,204,153
7,173,204,204
7,173,255,0
7,173,255,51
7,173,255,102
7,173,255,153
7,173,255,204
32,1,51,0
32,1,51,51
32,1,51,102
32,1,102,0
32,1,102,51
32,1,102,102
32,1,153,0
32,1,153,51
32,1,153,102
32,1,204,0
32,1,204,51
32,1,204,102
32,1,255,0
32,1,255,51
32,1,255,102
32,12,0,0
32,12,0,51
32,12,0,102
32,12,51,0
32,12,51,51
32,12,51,102
32,12,51,153
32,12,102,0
32,12,102,51
32,12,102,102
32,12,102,153
32,12,153,0
32,12,153,51
32,12,153,102
32,12,153,153
32,12,204,0
32,12,204,51
32,12,204,102
32,12,204,153
32,12,255,0
32,12,255,51
32,12,255,102
32,12,255,153
32,23,0,0
32,23,0,51
32,23,0,102
32,23,51,0
32,23,51,51
32,23,51,102
32,23,51,153
32,23,102,0
32,23,102,51
32,23,102,102
32,23,102,153
32,23,153,0
32,23,153,51
32,23,153,102
32,23,153,153
32,23,204,0
32,23,204,51
32,23,204,102
32,23,204,153
32,23,255,0
32,23,255,51
32,23,255,102
32,23,255,153
32,34,0,0
32,34,0,51
32,34,0,102
32,34,0,153
32,34,51,0
32,34,51,51
32,34,51,102
32,34,51,153
32,34,51,204
32,34,102,0
32,34,102,51
32,34,102,102
32,34,102,153
32,34,102,204
32,34,153,0
32,34,153,51
32,34,153,102
32,34,153,153
32,34,153,204
32,34,204,0
32,34,204,51
32,34,204,102
32,34,204,153
32,34,204,204
32,34,255,0
32,34,255,51
32,34,255,102
32,34,255,153
32,34,255,204
32,45,0,0
32,45,0,51
32,45,0,102
32,45,0,153
32,45,0,204
32,45,51,0
32,45,51,51
32,45,51,102
32,45,51,153
32,45,51,204
32,45,102,0
32,45,102,51
32,45,102,102
32,45,102,153
32,45,102,204
32,45,153,0
32,45,153,51
32,45,153,102
32,45,153,153
32,45,153,204
32,45,204,0
32,45,204,51
32,45,204,102
32,45,204,153
32,45,204,204
32,45,255,0
32,45,255,51
32,45,255,102
32,45,255,153
32,45,255,204
32,56,0,0
32,56,0,51
32,56,0,102
32,56,0,153
32,56,0,204
32,56,51,0
32,56,51,51
32,56,51,102
32,56,51,153
32,56,51,204
32,56,51,255
32,56,102,0
32,56,102,51
32,56,102,102
32,56,102,153
32,56,102,204
32,56,102,255
32,56,153,0
32,56,153,51
32,56,153,102
32,56,153,153
32,56,153,204
32,56,153,255
32,56,204,0
32,56,204,51
32,56,204,102
32,56,204,153
32,56,204,204
32,56,204,255
32,56,255,0
32,56,255,51
32,56,255,102
32,56,255,153
32,56,255,204
32,56,255,255
32,67,0,0
32,67,0,51
32,67,0,102
32,67,0,153
32,67,0,204
32,67,0,255
32,67,51,0
32,67,51,51
32,67,51,102
32,67,51,153
32,67,51,204
32,67,51,255
32,67,102,0
32,67,102,51
32,67,102,102
32,67,102,153
32,67,102,204
32,67,102,255
32,67,153,0
32,67,153,51
32,67,153,102
32,67,153,153
32,67,153,204
32,67,153,255
32,67,204,0
32,67,204,51
32,67,204,102
32,67,204,153
32,67,204,204
32,67,204,255
32,67,255,0
32,67,255,51
32,67,255,102
32,67,255,153
32,67,255,204
32,67,255,255
32,78,0,0
32,78,0,51
32,78,0,102
32,78,0,153
32,78,0,204
32,78,0,255
32,78,51,0
32,78,51,51
32,78,51,102
32,78,51,153
32,78,51,204
32,78,51,255
32,78,102,0
32,78,102,51
32,78,102,102
32,78,102,153
32,78,102,204
32,78,102,255
32,78,153,0
32,78,153,51
32,78,153,102
32,78,153,153
32,78,153,204
32,78,153,255
32,78,204,0
32,78,204,51
32,78,204,102
32,78,204,153
32,78,204,204
32,78,204,255
32,78,255,0
32,78,255,51
32,78,255,102
32,78,255,153
32,78,255,204
32,78,255,255
32,89,0,0
32,89,0,51
32,89,0,102
32,89,0,153
32,89,0,204
32,89,0,255
32,89,51,0
32,89,51,51
32,89,51,102
32,89,51,153
32,89,51,204
32,89,51,255
32,89,102,0
32,89,102,51
32,89,102,102
32,89,102,153
32,89,102,204
32,89,102,255
32,89,153,0
32,89,153,51
32,89,153,102
32,89,153,153
32,89,153,204
32,89,153,255
32,89,204,0
32,89,204,51
32,89,204,102
32,89,204,153
32,89,204,204
32,89,204,255
32,89,255,0
32,89,255,51
32,89,255,102
32,89,255,153
32,89,255,204
32,89,255,255
32,100,0,0
32,100,0,51
32,100,0,102
32,100,0,153
32,100,0,204
32,100,0,255
32,100,51,0
32,100,51,51
32,100,51,102
32,100,51,153
32,100,51,204
32,100,51,255
32,100,102,0
32,100,102,51
32,100,102,102
32,100,102,153
32,100,102,204
32,100,102,255
32,100,153,0
32,100,153,51
32,100,153,102
32,100,153,153
32,100,153,204
32,100,153,255
32,100,204,0
32,100,204,51
32,100,204,102
32,100,204,153
32,100,204,204
32,100,204,255
32,100,255,0
32,100,255,51
32,100,255,102
32,100,255,153
32,100,255,204
32,100,255,255
32,111,51,0
32,111,51,51
32,111,51,102
32,111,51,153
32,111,51,204
32,111,51,255
32,111,102,0
32,111,102,51
32,111,102,102
32,111,102,153
32,111,102,204
32,111,102,255
32,111,153,0
32,111,153,51
32,111,153,102
32,111,153,153
32,111,153,204
32,111,153,255
32,111,204,0
32,111,204,51
32,111,204,102
32,111,204,153
32,111,204,204
32,111,204,255
32,111,255,0
32,111,255,51
32,111,255,102
32,111,255,153
32,111,255,204
32,111,255,255
0,1,0,0
0,1,0,51
0,1,0,102
0,1,0,153
0,1,51,0
0,1,51,51
0,1,51,102
0,1,51,153
0,1,51,204
0,1,102,0
0,1,102,51
0,1,102,102
0,1,102,153
0,1,102,204
0,1,102,255
0,1,153,0
0,1,153,51
0,1,153,102
0,1,153,153
0,1,153,204
0,1,153,255
0,1,204,0
0,1,204,51
0,1,204,102
0,1,204,153
0,1,204,204
0,1,204,255
0,1,255,0
0,1,255,51
0,1,255,102
0,1,255,153
0,1,255,204
0,1,255,255
0,3,0,0
0,3,0,51
0,3,0,102
0,3,0,153
0,3,51,0
0,3,51,51
0,3,51,102
0,3,51,153
0,3,51,204
0,3,102,0
0,3,102,51
0,3,102,102
0,3,102,153
0,3,102,204
0,3,102,255
0,3,153,0
0,3,153,51
0,3,153,102
0,3,153,153
0,3,153,204
0,3,153,255
0,3,204,0
0,3,204,51
0,3,204,102
0,3,204,153
0,3,204,204
0,3,204,255
0,3,255,0
0,3,255,51
0,3,255,102
0,3,255,153
0,3,255,204
0,3,255,255
0,5,0,0
0,5,0,51
0,5,0,102
0,5,0,153
0,5,0,204
0,5,51,0
0,5,51,51
0,5,51,102
0,5,51,153
0,5,51,204
0,5,51,255
0,5,102,0
0,5,102,51
0,5,102,102
0,5,102,153
0,5,102,204
0,5,102,255
0,5,153,0
0,5,153,51
0,5,153,102
0,5,153,153
0,5,153,204
0,5,153,255
0,5,204,0
0,5,204,51
0,5,204,102
0,5,204,153
0,5,204,204
0,5,204,255
0,5,255,0
0,5,255,51
0,5,255,102
0,5,255,153
0,5,255,204
0,5,255,255
0,7,0,0
0,7,0,51
0,7,0,102
0,7,0,153
0,7,0,204
0,7,51,0
0,7,51,51
0,7,51,102
0,7,51,153
0,7,51,204
0,7,51,255
0,7,102,0
0,7,102,51
0,7,102,102
0,7,102,153
0,7,102,204
0,7,102,255
0,7,153,0
0,7,153,51
0,7,153,102
0,7,153,153
0,7,153,204
0,7,153,255
0,7,204,0
0,7,204,51
0,7,204,102
0,7,204,153
0,7,204,204
0,7,204,255
0,7,255,0
0,7,255,51
0,7,255,102
0,7,255,153
0,7,255,204
0,7,255,255
0,9,0,0
0,9,0,51
0,9,0,102
0,9,0,153
0,9,0,204
0,9,51,0
0,9,51,51
0,9,51,102
0,9,51,153
0,9,51,204
0,9,51,255
0,9,102,0
0,9,102,51
0,9,102,102
0,9,102,153
0,9,102,204
0,9,102,255
0,9,153,0
0,9,153,51
0,9,153,102
0,9,153,153
0,9,153,204
0,9,153,255
0,9,204,0
0,9,204,51
0,9,204,102
0,9,204,153
0,9,204,204
0,9,204,255
0,9,255,0
0,9,255,51
0,9,255,102
0,9,255,153
0,9,255,204
0,9,255,255
0,11,0,0
0,11,0,51
0,11,0,102
0,11,0,153
0,11,0,204
0,11,51,0
0,11,51,51
0,11,51,102
0,11,51,153
0,11,51,204
0,11,51,255
0,11,102,0
0,11,102,51
0,11,102,102
0,11,102,153
0,11,102,204
0,11,102,255
0,11,153,0
0,11,153,51
0,11,153,102
0,11,153,153
0,11,153,204
0,11,153,255
0,11,204,0
0,11,204,51
0,11,204,102
0,11,204,153
0,11,204,204
0,11,204,255
0,11,255,0
0,11,255,51
0,11,255,102
0,11,255,153
0,11,255,204
0,11,255,255
0,13,0,0
0,13,0,51
0,13,0,102
0,13,0,153
0,13,0,204
0,13,51,0
0,13,51,51
0,13,51,102
0,13,51,153
0,13,51,204
0,13,51,255
0,13,102,0
0,13,102,51
0,13,102,102
0,13,102,153
0,13,102,204
0,13,102,255
0,13,153,0
0,13,153,51
0,13,153,102
0,13,153,153
0,13,153,204
0,13,153,255
0,13,204,0
0,13,204,51
0,13,204,102
0,13,204,153
0,13,204,204
0,13,204,255
0,13,255,0
0,13,255,51
0,13,255,102
0,13,255,153
0,13,255,204
0,13,255,255
0,15,0,0
0,15,0,51
0,15,0,102
0,15,0,153
0,15,0,204
0,15,51,0
0,15,51,51
0,15,51,102
0,15,51,153
0,15,51,204
0,15,51,255
0,15,102,0
0,15,102,51
0,15,102,102
0,15,102,153
0,15,102,204
0,15,102,255
0,15,153,0
0,15,153,51
0,15,153,102
0,15,153,153
0,15,153,204
0,15,153,255
0,15,204,0
0,15,204,51
0,15,204,102
0,15,204,153
0,15,204,204
0,15,204,255
0,15,255,0
0,15,255,51
0,15,255,102
0,15,255,153
0,15,255,204
0,15,255,255
0,17,0,0
0,17,0,51
0,17,0,102
0,17,0,153
0,17,0,204
0,17,51,0
0,17,51,51
0,17,51,102
0,17,51,153
0,17,51,204
0,17,51,255
0,17,102,0
0,17,102,51
0,17,102,102
0,17,102,153
0,17,102,204
0,17,102,255
0,17,153,0
0,17,153,51
0,17,153,102
0,17,153,153
0,17,153,204
0,17,153,255
0,17,204,0
0,17,204,51
0,17,204,102
0,17,204,153
0,17,204,204
0,17,204,255
0,17,255,0
0,17,255,51
0,17,255,102
0,17,255,153
0,17,255,204
0,17,255,255
0,19,0,0
0,19,0,51
0,19,0,102
0,19,0,153
0,19,0,204
0,19,51,0
0,19,51,51
0,19,51,102
0,19,51,153
0,19,51,204
0,19,51,255
0,19,102,0
0,19,102,51
0,19,102,102
0,19,102,153
0,19,102,204
0,19,102,255
0,19,153,0
0,19,153,51
0,19,153,102
0,19,153,153
0,19,153,204
0,19,153,255
0,19,204,0
0,19,204,51
0,19,204,102
0,19,204,153
0,19,204,204
0,19,204,255
0,19,255,0
0,19,255,51
0,19,255,102
0,19,255,153
0,19,255,204
0,19,255,255
0,21,0,0
0,21,0,51
0,21,0,102
0,21,0,153
0,21,0,204
0,21,51,0
0,21,51,51
0,21,51,102
0,21,51,153
0,21,51,204
0,21,51,255
0,21,102,0
0,21,102,51
0,21,102,102
0,21,102,153
0,21,102,204
0,21,102,255
0,21,153,0
0,21,153,51
0,21,153,102
0,21,153,153
0,21,153,204
0,21,153,255
0,21,204,0
0,21,204,51
0,21,204,102
0,21,204,153
0,21,204,204
0,21,204,255
0,21,255,0
0,21,255,51
0,21,255,102
0,21,255,153
0,21,255,204
0,21,255,255
0,23,0,0
0,23,0,51
0,23,0,102
0,23,0,153
0,23,0,204
0,23,51,0
0,23,51,51
0,23,51,102
0,23,51,153
0,23,51,204
0,23,51,255
0,23,102,0
0,23,102,51
0,23,102,102
0,23,102,153
0,23,102,204
0,23,102,255
0,23,153,0
0,23,153,51
0,23,153,102
0,23,153,153
0,23,153,204
0,23,153,255
0,23,204,0
0,23,204,51
0,23,204,102
0,23,204,153
0,23,204,204
0,23,204,255
0,23,255,0
0,23,255,51
0,23,255,102
0,23,255,153
0,23,255,204
0,23,255,255
0,25,0,0
0,25,0,51
0,25,0,102
0,25,0,153
0,25,0,204
0,25,51,0
0,25,51,51
0,25,51,102
0,25,51,153
0,25,51,204
0,25,51,255
0,25,102,0
0,25,102,51
0,25,102,102
0,25,102,153
0,25,102,204
0,25,102,255
0,25,153,0
0,25,153,51
0,25,153,102
0,25,153,153
0,25,153,204
0,25,153,255
0,25,204,0
0,25,204,51
0,25,204,102
0,25,204,153
0,25,204,204
0,25,204,255
0,25,255,0
0,25,255,51
0,25,255,102
0,25,255,153
0,25,255,204
0,25,255,255
0,27,0,0
0,27,0,51
0,27,0,102
0,27,0,153
0,27,0,204
0,27,51,0
0,27,51,51
0,27,51,102
0,27,51,153
0,27,51,204
0,27,51,255
0,27,102,0
0,27,102,51
0,27,102,102
0,27,102,153
0,27,102,204
0,27,102,255
0,27,153,0
0,27,153,51
0,27,153,102
0,27,153,153
0,27,153,204
0,27,153,255
0,27,204,0
0,27,204,51
0,27,204,102
0,27,204,153
0,27,204,204
0,27,204,255
0,27,255,0
0,27,255,51
0,27,255,102
0,27,255,153
0,27,255,204
0,27,255,255
0,29,0,0
0,29,0,51
0,29,0,102
0,29,0,153
0,29,0,204
0,29,51,0
0,29,51,51
0,29,51,102
0,29,51,153
0,29,51,204
0,29,51,255
0,29,102,0
0,29,102,51
0,29,102,102
0,29,102,153
0,29,102,204
0,29,102,255
0,29,153,0
0,29,153,51
0,29,153,102
0,29,153,153
0,29,153,204
0,29,153,255
0,29,204,0
0,29,204,51
0,29,204,102
0,29,204,153
0,29,204,204
0,29,204,255
0,29,255,0
0,29,255,51
0,29,255,102
0,29,255,153
0,29,255,204
0,29,255,255
93,1,0,0
93,1,0,51
93,1,0,102
93,1,51,0
93,1,51,51
93,1,51,102
93,1,102,0
93,1,102,51
93,1,102,102
93,1,153,0
93,1,153,51
93,24,0,0
93,24,0,51
93,24,0,102
93,24,51,0
93,24,51,51
93,24,51,102
93,24,102,0
93,24,102,51
93,24,102,102
93,24,153,0
93,24,153,51
93,24,153,102
93,24,204,0
93,24,204,51
93,24,204,102
93,24,255,0
93,24,255,51
93,24,255,102
93,47,0,0
93,47,0,51
93,47,0,102
93,47,0,153
93,47,51,0
93,47,51,51
93,47,51,102
93,47,51,153
93,47,102,0
93,47,102,51
93,47,102,102
93,47,102,153
93,47,153,0
93,47,153,51
93,47,153,102
93,47,153,153
93,47,204,0
93,47,204,51
93,47,204,102
93,47,204,153
93,47,255,0
93,47,255,51
93,47,255,102
93,47,255,153
93,70,0,0
93,70,0,51
93,70,0,102
93,70,0,153
93,70,0,204
93,70,51,0
93,70,51,51
93,70,51,102
93,70,51,153
93,70,51,204
93,70,102,0
93,70,102,51
93,70,102,102
93,70,102,153
93,70,102,204
93,70,153,0
93,70,153,51
93,70,153,102
93,70,153,153
93,70,153,204
93,70,204,0
93,70,204,51
93,70,204,102
93,70,204,153
93,70,204,204
93,70,255,0
93,70,255,51
93,70,255,102
93,70,255,153
93,70,255,204
93,93,0,0
93,93,0,51
93,93,0,102
93,93,0,153
93,93,0,204
93,93,0,255
93,93,51,0
93,93,51,51
93,93,51,102
93,93,51,153
93,93,51,204
93,93,51,255
93,93,102,0
93,93,102,51
93,93,102,102
93,93,102,153
93,93,102,204
93,93,102,255
93,93,153,0
93,93,153,51
93,93,153,102
93,93,153,153
93,93,153,204
93,93,204,0
93,93,204,51
93,93,204,102
93,93,204,153
93,93,204,204
93,93,255,0
93,93,255,51
93,93,255,102
93,93,255,153
93,93,255,204
93,116,0,0
